classe,texto,titulo,capitulo,secao,subsecao,artigo,paragrafo,inciso,alinea
paragrafo,"§ 2º A lei não poderá estabelecer distinção entre brasileiros natos e naturalizados, salvo nos casos previstos nesta Constituição.",2,3,NA,NA,12,2,NA,NA
paragrafo,§ 3º São privativos de brasileiro nato os cargos:,2,3,NA,NA,12,3,NA,NA
inciso,I - de Presidente e Vice-Presidente da República;,2,3,NA,NA,12,3,1,NA
inciso,II - de Presidente da Câmara dos Deputados;,2,3,NA,NA,12,3,2,NA
inciso,III - de Presidente do Senado Federal;,2,3,NA,NA,12,3,3,NA
inciso,IV - de Ministro do Supremo Tribunal Federal;,2,3,NA,NA,12,3,4,NA
inciso,V - da carreira diplomática;,2,3,NA,NA,12,3,5,NA
inciso,VI - de oficial das Forças Armadas;,2,3,NA,NA,12,3,6,NA
inciso,VII - de Ministro de Estado da Defesa.,2,3,NA,NA,12,3,7,NA
paragrafo,§ 4º Será declarada a perda da nacionalidade do brasileiro que:,2,3,NA,NA,12,4,NA,NA
inciso,"I - tiver cancelada sua naturalização, por sentença judicial, em virtude de atividade nociva ao interesse nacional;",2,3,NA,NA,12,4,1,NA
inciso,"II - adquirir outra nacionalidade, salvo nos casos:",2,3,NA,NA,12,4,2,NA
alinea,a) de reconhecimento de nacionalidade originária pela lei estrangeira;,2,3,NA,NA,12,4,2,1
alinea,"b) de imposição de naturalização, pela norma estrangeira, ao brasileiro residente em Estado estrangeiro, como condição para permanência em seu território ou para o exercício de direitos civis.",2,3,NA,NA,12,4,2,2
artigo,Art. 13. A língua portuguesa é o idioma oficial da República Federativa do Brasil.,2,3,NA,NA,13,NA,NA,NA
paragrafo,"§ 1º São símbolos da República Federativa do Brasil a bandeira, o hino, as armas e o selo nacionais.",2,3,NA,NA,13,1,NA,NA
paragrafo,"§ 2º Os Estados, o Distrito Federal e os Municípios poderão ter símbolos próprios.",2,3,NA,NA,13,2,NA,NA
titartb,Capítulo IV: Dos Direitos Políticos,2,4,NA,NA,NA,NA,NA,NA
artigo,"Art. 14. A soberania popular será exercida pelo sufrágio universal e pelo voto direto e secreto, com valor igual para todos, e, nos termos da lei, mediante:",2,4,NA,NA,14,NA,NA,NA
inciso,I - plebiscito;,2,4,NA,NA,14,NA,1,NA
inciso,II - referendo;,2,4,NA,NA,14,NA,2,NA
inciso,III - iniciativa popular.,2,4,NA,NA,14,NA,3,NA
paragrafo,§ 1º O alistamento eleitoral e o voto são:,2,4,NA,NA,14,1,NA,NA
inciso,I - obrigatórios para os maiores de dezoito anos;,2,4,NA,NA,14,1,1,NA
inciso,II - facultativos para:,2,4,NA,NA,14,1,2,NA
alinea,a) os analfabetos;,2,4,NA,NA,14,1,2,1
alinea,b) os maiores de setenta anos;,2,4,NA,NA,14,1,2,2
alinea,c) os maiores de dezesseis e menores de dezoito anos.,2,4,NA,NA,14,1,2,3
paragrafo,"§ 2º Não podem alistar-se como eleitores os estrangeiros e, durante o período do serviço militar obrigatório, os conscritos.",2,4,NA,NA,14,2,NA,NA
paragrafo,"§ 3º São condições de elegibilidade, na forma da lei:",2,4,NA,NA,14,3,NA,NA
inciso,I - a nacionalidade brasileira;,2,4,NA,NA,14,3,1,NA
inciso,II - o pleno exercício dos direitos políticos;,2,4,NA,NA,14,3,2,NA
inciso,III - o alistamento eleitoral;,2,4,NA,NA,14,3,3,NA
inciso,IV - o domicílio eleitoral na circunscrição;,2,4,NA,NA,14,3,4,NA
inciso,V - a filiação partidária;,2,4,NA,NA,14,3,5,NA
inciso,VI - a idade mínima de:,2,4,NA,NA,14,3,6,NA
alinea,a) trinta e cinco anos para Presidente e Vice-Presidente da República e Senador;,2,4,NA,NA,14,3,6,1
alinea,b) trinta anos para Governador e Vice-Governador de Estado e do Distrito Federal;,2,4,NA,NA,14,3,6,2
alinea,"c) vinte e um anos para Deputado Federal, Deputado Estadual ou Distrital, Prefeito, Vice-Prefeito e juiz de paz;",2,4,NA,NA,14,3,6,3
alinea,d) dezoito anos para Vereador.,2,4,NA,NA,14,3,6,4
paragrafo,§ 4º São inelegíveis os inalistáveis e os analfabetos.,2,4,NA,NA,14,4,NA,NA
paragrafo,"§ 5º O Presidente da República, os Governadores de Estado e do Distrito Federal, os Prefeitos e quem os houver sucedido ou substituído no curso dos mandatos poderão ser reeleitos para um único período subseqüente.",2,4,NA,NA,14,5,NA,NA
paragrafo,"§ 6º Para concorrerem a outros cargos, o Presidente da República, os Governadores de Estado e do Distrito Federal e os Prefeitos devem renunciar aos respectivos mandatos até seis meses antes do pleito.",2,4,NA,NA,14,6,NA,NA
paragrafo,"§ 7º São inelegíveis, no território de jurisdição do titular, o cônjuge e os parentes consangüíneos ou afins, até o segundo grau ou por adoção, do Presidente da República, de Governador de Estado ou Território, do Distrito Federal, de Prefeito ou de quem os haja substituído dentro dos seis meses anteriores ao pleito, salvo se já titular de mandato eletivo e candidato à reeleição.",2,4,NA,NA,14,7,NA,NA
paragrafo,"§ 8º O militar alistável é elegível, atendidas as seguintes condições:",2,4,NA,NA,14,8,NA,NA
inciso,"I - se contar menos de dez anos de serviço, deverá afastar-se da atividade;",2,4,NA,NA,14,8,1,NA
inciso,"II - se contar mais de dez anos de serviço, será agregado pela autoridade superior e, se eleito, passará automaticamente, no ato da diplomação, para a inatividade.",2,4,NA,NA,14,8,2,NA
paragrafo,"§ 9º Lei complementar estabelecerá outros casos de inelegibilidade e os prazos de sua cessação, a fim de proteger a probidade administrativa, a moralidade para o exercício do mandato, considerada a vida pregressa do candidato, e a normalidade e legitimidade das eleições contra a influência do poder econômico ou o abuso do exercício de função, cargo ou emprego na administração direta ou indireta.",2,4,NA,NA,14,9,NA,NA
paragrafo,"§ 10. O mandato eletivo poderá ser impugnado ante a Justiça Eleitoral no prazo de quinze dias contados da diplomação, instruída a ação com provas de abuso do poder econômico, corrupção ou fraude.",2,4,NA,NA,14,10,NA,NA
paragrafo,"§ 11. A ação de impugnação de mandato tramitará em segredo de justiça, respondendo o autor, na forma da lei, se temerária ou de manifesta má-fé.",2,4,NA,NA,14,11,NA,NA
artigo,"Art. 15. É vedada a cassação de direitos políticos, cuja perda ou suspensão só se dará nos casos de:",2,4,NA,NA,15,NA,NA,NA
inciso,I - cancelamento da naturalização por sentença transitada em julgado;,2,4,NA,NA,15,NA,1,NA
inciso,II - incapacidade civil absoluta;,2,4,NA,NA,15,NA,2,NA
inciso,"III - condenação criminal transitada em julgado, enquanto durarem seus efeitos;",2,4,NA,NA,15,NA,3,NA
inciso,"IV - recusa de cumprir obrigação a todos imposta ou prestação alternativa, nos termos do art. 5º, VIII;",2,4,NA,NA,15,NA,4,NA
inciso,"V - improbidade administrativa, nos termos do art. 37, § 4º.",2,4,NA,NA,15,NA,5,NA
artigo,"Art. 16. A lei que alterar o processo eleitoral entrará em vigor na data de sua publicação, não se aplicando à eleição que ocorra até um ano da data de sua vigência.",2,4,NA,NA,16,NA,NA,NA
titartb,Capítulo V: Dos Partidos Políticos,2,5,NA,NA,NA,NA,NA,NA
artigo,"Art. 17. É livre a criação, fusão, incorporação e extinção de partidos políticos, resguardados a soberania nacional, o regime democrático, o pluripartidarismo, os direitos fundamentais da pessoa humana e observados os seguintes preceitos:",2,5,NA,NA,17,NA,NA,NA
inciso,I - caráter nacional;,2,5,NA,NA,17,NA,1,NA
inciso,II - proibição de recebimento de recursos financeiros de entidade ou governo estrangeiros ou de subordinação a estes;,2,5,NA,NA,17,NA,2,NA
inciso,III - prestação de contas à Justiça Eleitoral;,2,5,NA,NA,17,NA,3,NA
inciso,IV - funcionamento parlamentar de acordo com a lei.,2,5,NA,NA,17,NA,4,NA
paragrafo,"§ 1º É assegurada aos partidos políticos autonomia para definir sua estrutura interna, organização e funcionamento, devendo seus estatutos estabelecer normas de fidelidade e disciplina partidárias.",2,5,NA,NA,17,1,NA,NA
paragrafo,"§ 2º Os partidos políticos, após adquirirem personalidade jurídica, na forma da lei civil, registrarão seus estatutos no Tribunal Superior Eleitoral.",2,5,NA,NA,17,2,NA,NA
paragrafo,"§ 3º Os partidos políticos têm direito a recursos do fundo partidário e acesso gratuito ao rádio e à televisão, na forma da lei.",2,5,NA,NA,17,3,NA,NA
paragrafo,§ 4º É vedada a utilização pelos partidos políticos de organização paramilitar.,2,5,NA,NA,17,4,NA,NA
titartb,Título III: Da Organização do Estado,3,NA,NA,NA,NA,NA,NA,NA
titartb,Capítulo I: Da Organização Político-Administrativa,3,1,NA,NA,NA,NA,NA,NA
artigo,"Art. 18. A organização político-administrativa da República Federativa do Brasil compreende a União, os Estados, o Distrito Federal e os Municípios, todos autônomos, nos termos desta Constituição.",3,1,NA,NA,18,NA,NA,NA
paragrafo,§ 1º Brasília é a Capital Federal.,3,1,NA,NA,18,1,NA,NA
paragrafo,"§ 2º Os Territórios Federais integram a União, e sua criação, transformação em Estado ou reintegração ao Estado de origem serão reguladas em lei complementar.",3,1,NA,NA,18,2,NA,NA
paragrafo,"§ 3º Os Estados podem incorporar-se entre si, subdividir-se ou desmembrar-se para se anexarem a outros, ou formarem novos Estados ou Territórios Federais, mediante aprovação da população diretamente interessada, através de plebiscito, e do Congresso Nacional, por lei complementar.",3,1,NA,NA,18,3,NA,NA
paragrafo,"§ 4º A criação, a incorporação, a fusão e o desmembramento de Municípios, far-se-ão por lei estadual, dentro do período determinado por lei complementar federal, e dependerão de consulta prévia, mediante plebiscito, às populações dos Municípios envolvidos, após divulgação dos Estudos de Viabilidade Municipal, apresentados e publicados na forma da lei.",3,1,NA,NA,18,4,NA,NA
artigo,"Art. 19. É vedado à União, aos Estados, ao Distrito Federal e aos Municípios:",3,1,NA,NA,19,NA,NA,NA
inciso,"I - estabelecer cultos religiosos ou igrejas, subvencioná-los, embaraçar-lhes o funcionamento ou manter com eles ou seus representantes relações de dependência ou aliança, ressalvada, na forma da lei, a colaboração de interesse público;",3,1,NA,NA,19,NA,1,NA
inciso,II - recusar fé aos documentos públicos;,3,1,NA,NA,19,NA,2,NA
inciso,III - criar distinções entre brasileiros ou preferências entre si.,3,1,NA,NA,19,NA,3,NA
titartb,Capítulo II: Da União,3,2,NA,NA,NA,NA,NA,NA
artigo,Art. 20. São bens da União:,3,2,NA,NA,20,NA,NA,NA
inciso,I - os que atualmente lhe pertencem e os que lhe vierem a ser atribuídos;,3,2,NA,NA,20,NA,1,NA
inciso,"II - as terras devolutas indispensáveis à defesa das fronteiras, das fortificações e construções militares, das vias federais de comunicação e à preservação ambiental, definidas em lei;",3,2,NA,NA,20,NA,2,NA
inciso,"III - os lagos, rios e quaisquer correntes de água em terrenos de seu domínio, ou que banhem mais de um Estado, sirvam de limites com outros países, ou se estendam a território estrangeiro ou dele provenham, bem como os terrenos marginais e as praias fluviais;",3,2,NA,NA,20,NA,3,NA
inciso,"IV - as ilhas fluviais e lacustres nas zonas limítrofes com outros países; as praias marítimas; as ilhas oceânicas e as costeiras, excluídas, destas, as áreas referidas no art. 26, II;",3,2,NA,NA,20,NA,4,NA
inciso,V - os recursos naturais da plataforma continental e da zona econômica exclusiva;,3,2,NA,NA,20,NA,5,NA
inciso,VI - o mar territorial;,3,2,NA,NA,20,NA,6,NA
inciso,VII - os terrenos de marinha e seus acrescidos;,3,2,NA,NA,20,NA,7,NA
inciso,VIII - os potenciais de energia hidráulica;,3,2,NA,NA,20,NA,8,NA
inciso,"IX - os recursos minerais, inclusive os do subsolo;",3,2,NA,NA,20,NA,9,NA
inciso,X - as cavidades naturais subterrâneas e os sítios arqueológicos e pré-históricos;,3,2,NA,NA,20,NA,10,NA
inciso,XI - as terras tradicionalmente ocupadas pelos índios.,3,2,NA,NA,20,NA,11,NA
paragrafo,"§ 1º É assegurada, nos termos da lei, aos Estados, ao Distrito Federal e aos Municípios, bem como a órgãos da administração direta da União, participação no resultado da exploração de petróleo ou gás natural, de recursos hídricos para fins de geração de energia elétrica e de outros recursos minerais no respectivo território, plataforma continental, mar territorial ou zona econômica exclusiva, ou compensação financeira por essa exploração.",3,2,NA,NA,20,1,NA,NA
paragrafo,"§ 2º A faixa de até cento e cinqüenta quilômetros de largura, ao longo das fronteiras terrestres, designada como faixa de fronteira, é considerada fundamental para defesa do território nacional, e sua ocupação e utilização serão reguladas em lei.",3,2,NA,NA,20,2,NA,NA
artigo,Art. 21. Compete à União:,3,2,NA,NA,21,NA,NA,NA
inciso,I - manter relações com Estados estrangeiros e participar de organizações internacionais;,3,2,NA,NA,21,NA,1,NA
inciso,II - declarar a guerra e celebrar a paz;,3,2,NA,NA,21,NA,2,NA
inciso,III - assegurar a defesa nacional;,3,2,NA,NA,21,NA,3,NA
inciso,"IV - permitir, nos casos previstos em lei complementar, que forças estrangeiras transitem pelo território nacional ou nele permaneçam temporariamente;",3,2,NA,NA,21,NA,4,NA
inciso,"V - decretar o estado de sítio, o estado de defesa e a intervenção federal;",3,2,NA,NA,21,NA,5,NA
inciso,VI - autorizar e fiscalizar a produção e o comércio de material bélico;,3,2,NA,NA,21,NA,6,NA
inciso,VII - emitir moeda;,3,2,NA,NA,21,NA,7,NA
inciso,"VIII - administrar as reservas cambiais do País e fiscalizar as operações de natureza financeira, especialmente as de crédito, câmbio e capitalização, bem como as de seguros e de previdência privada;",3,2,NA,NA,21,NA,8,NA
inciso,IX - elaborar e executar planos nacionais e regionais de ordenação do território e de desenvolvimento econômico e social;,3,2,NA,NA,21,NA,9,NA
inciso,X - manter o serviço postal e o correio aéreo nacional;,3,2,NA,NA,21,NA,10,NA
inciso,"XI - explorar, diretamente ou mediante autorização, concessão ou permissão, os serviços de telecomunicações, nos termos da lei, que disporá sobre a organização dos serviços, a criação de um órgão regulador e outros aspectos institucionais;",3,2,NA,NA,21,NA,11,NA
inciso,"XII - explorar, diretamente ou mediante autorização, concessão ou permissão:",3,2,NA,NA,21,NA,12,NA
alinea,a) os serviços de radiodifusão sonora e de sons e imagens;,3,2,NA,NA,21,NA,12,1
alinea,"b) os serviços e instalações de energia elétrica e o aproveitamento energético dos cursos de água, em articulação com os Estados onde se situam os potenciais hidroenergéticos;",3,2,NA,NA,21,NA,12,2
alinea,"c) a navegação aérea, aeroespacial e a infra-estrutura aeroportuária;",3,2,NA,NA,21,NA,12,3
alinea,"d) os serviços de transporte ferroviário e aquaviário entre portos brasileiros e fronteiras nacionais, ou que transponham os limites de Estado ou Território;",3,2,NA,NA,21,NA,12,4
alinea,e) os serviços de transporte rodoviário interestadual e internacional de passageiros;,3,2,NA,NA,21,NA,12,5
alinea,"f) os portos marítimos, fluviais e lacustres;",3,2,NA,NA,21,NA,12,6
inciso,"XIII - organizar e manter o Poder Judiciário, o Ministério Público e a Defensoria Pública do Distrito Federal e dos Territórios;",3,2,NA,NA,21,NA,13,NA
inciso,"XIV - organizar e manter a polícia civil, a polícia militar e o corpo de bombeiros militar do Distrito Federal, bem como prestar assistência financeira ao Distrito Federal para a execução de serviços públicos, por meio de fundo próprio;",3,2,NA,NA,21,NA,14,NA
inciso,"XV - organizar e manter os serviços oficiais de estatística, geografia, geologia e cartografia de âmbito nacional;",3,2,NA,NA,21,NA,15,NA
inciso,"XVI - exercer a classificação, para efeito indicativo, de diversões públicas e de programas de rádio e televisão;",3,2,NA,NA,21,NA,16,NA
inciso,XVII - conceder anistia;,3,2,NA,NA,21,NA,17,NA
inciso,"XVIII - planejar e promover a defesa permanente contra as calamidades públicas, especialmente as secas e as inundações;",3,2,NA,NA,21,NA,18,NA
